transaction_id,day,month,year,week_name,brand,laptop_model,units_sold,price_per_unit,customer_name,gender,customer_age,City,payment_method,customer_rating
TXN02050,12,July,2024,Friday,Lenovo,Legion Y540,4,27979,Lavanya Thaman,F,59,Nashik,Debit Card,1
TXN02051,20,May,2024,Monday,Apple,MacBook Pro,2,28581,Umang Gera,M,44,Pune,Debit Card,1
TXN02052,14,March,2025,Friday,Acer,Aspire 5,2,40662,Siya Sarkar,F,61,Kolkata,Debit Card,5
TXN02053,21,November,2024,Thursday,MSI,Modern 14,2,71260,Navya Rajagopalan,F,47,Delhi,Credit Card,1
TXN02054,16,January,2025,Thursday,Apple,MacBook Pro,2,29534,Hrishita Vasa,F,55,Ahmedabad,Debit Card,5
TXN02055,7,May,2024,Tuesday,HP,Pavilion x360,5,38756,Yuvaan Raja,M,25,Nagpur,Cash,5
TXN02056,26,March,2025,Wednesday,Apple,MacBook Pro,5,71085,Suhana Varghese,F,65,Kolkata,Cash,3
TXN02057,5,March,2025,Wednesday,Apple,MacBook Air,1,88066,Nitya Konda,F,20,Bhopal,Debit Card,1
TXN02058,2,October,2024,Wednesday,Apple,MacBook Pro,4,74422,Nehmat Sarkar,M,46,Mumbai,UPI,4
TXN02059,24,November,2024,Sunday,Dell,Latitude 7490,1,84078,Sana Sheth,F,39,Patna,Debit Card,5
TXN02060,18,September,2024,Wednesday,Acer,Swift 3,1,96070,Ivan Karnik,M,24,Faridabad,Debit Card,3
TXN02061,9,January,2025,Thursday,MSI,Modern 14,3,56822,Samiha Bala,F,57,Delhi,Cash,5
TXN02062,4,November,2024,Monday,MSI,Modern 14,4,28358,Neysa Mani,F,20,Delhi,Cash,4
TXN02063,6,November,2024,Wednesday,Apple,MacBook Pro,2,55015,Riya Mand,F,21,Ahmedabad,Credit Card,2
TXN02064,14,February,2025,Friday,HP,Envy 13,2,83582,Rhea Mall,F,19,Surat,Debit Card,1
TXN02065,19,August,2024,Monday,Dell,XPS 13,5,59334,Eva Rau,F,45,Meerut,Debit Card,1
TXN02066,25,July,2024,Thursday,MSI,GF63 Thin,1,62364,Shray Mannan,M,39,Vadodara,Debit Card,4
TXN02067,23,November,2024,Saturday,Dell,Latitude 7490,1,27854,Sumer Banik,M,48,Vadodara,Debit Card,1
TXN02068,26,August,2024,Monday,Apple,MacBook Pro,2,64852,Purab Korpal,M,29,Meerut,Cash,3
TXN02069,28,March,2025,Friday,Apple,MacBook Air,2,77368,Kismat Bassi,F,20,Lucknow,UPI,2
TXN02070,14,March,2025,Friday,MSI,GF63 Thin,1,80347,Shalv Vasa,M,65,Hyderabad,Credit Card,4
TXN02071,7,August,2024,Wednesday,MSI,GF63 Thin,1,98078,Elakshi Batta,F,36,Ludhiana,Credit Card,2
TXN02072,11,June,2024,Tuesday,MSI,GF63 Thin,2,62949,Jayesh Sethi,M,55,Agra,UPI,4
TXN02073,10,August,2024,Saturday,Acer,Aspire 5,1,84695,Piya Sangha,F,52,Bengaluru,Credit Card,5
TXN02074,30,April,2024,Tuesday,Acer,Swift 3,4,36032,Zeeshan Raval,M,48,Kanpur,UPI,2
TXN02075,26,April,2025,Saturday,HP,Envy 13,1,78101,Piya Chad,F,26,Lucknow,Cash,5
TXN02076,25,May,2024,Saturday,Dell,Inspiron 15,1,72281,Priyansh Sachar,M,54,Indore,UPI,3
TXN02077,11,December,2024,Wednesday,Acer,Predator Helios,5,51209,Arhaan Sood,M,58,Visakhapatnam,Credit Card,5
TXN02078,28,August,2024,Wednesday,Acer,Predator Helios,2,66516,Tarini Ratta,M,32,Kalyan,UPI,4
TXN02079,24,October,2024,Thursday,Asus,TUF Gaming,3,26374,Vihaan Tiwari,M,45,Vasai-Virar,Cash,2
TXN02080,16,December,2024,Monday,Dell,Inspiron 15,4,67931,Tarini Borra,M,24,Kalyan,UPI,4
TXN02081,14,April,2025,Monday,Lenovo,IdeaPad S340,4,90452,Aayush Swaminathan,M,60,Indore,Cash,1
TXN02082,20,January,2025,Monday,Acer,Predator Helios,3,85579,Zain Bhatia,M,65,Jaipur,Credit Card,5
TXN02083,7,November,2024,Thursday,MSI,GF63 Thin,3,32371,Rasha Sarkar,F,55,Faridabad,Debit Card,3
TXN02084,19,February,2025,Wednesday,Apple,MacBook Pro,3,90288,Reyansh Mangat,M,43,Kalyan,Cash,2
TXN02085,5,February,2025,Wednesday,Dell,Latitude 7490,2,84415,Reyansh Chaudhry,M,35,Agra,Debit Card,4
TXN02086,28,February,2025,Friday,Asus,TUF Gaming,1,79293,Vardaniya Brar,F,28,Chennai,Credit Card,5
TXN02087,10,April,2025,Thursday,Acer,Swift 3,2,28929,Anika Rajagopal,F,53,Srinagar,Cash,3
TXN02088,12,June,2024,Wednesday,Lenovo,IdeaPad S340,4,88674,Pranay Walla,M,55,Kanpur,UPI,5
TXN02089,2,May,2024,Thursday,Apple,MacBook Pro,4,52922,Krish Walia,M,26,Vasai-Virar,Credit Card,3
TXN02090,29,July,2024,Monday,Lenovo,Legion Y540,1,51131,Armaan Bajwa,M,42,Agra,Debit Card,3
TXN02091,7,February,2025,Friday,HP,Pavilion x360,1,56727,Nitya Rege,F,64,Varanasi,Cash,2
TXN02092,26,January,2025,Sunday,HP,Envy 13,4,46916,Vihaan Garg,M,53,Chennai,Cash,5
TXN02093,28,August,2024,Wednesday,Dell,XPS 13,4,50804,Ira Chakraborty,F,52,Kolkata,Credit Card,3
TXN02094,29,November,2024,Friday,Acer,Predator Helios,1,44026,Shamik Thakkar,M,55,Ludhiana,UPI,4
TXN02095,25,September,2024,Wednesday,Lenovo,IdeaPad S340,1,78833,Tushar Sangha,M,44,Hyderabad,Cash,2
TXN02096,25,May,2024,Saturday,Apple,MacBook Pro,4,70586,Zeeshan Halder,M,19,Surat,Credit Card,3
TXN02097,18,December,2024,Wednesday,Asus,TUF Gaming,5,48912,Madhav Ramakrishnan,M,29,Kalyan,Cash,4
TXN02098,7,July,2024,Sunday,MSI,GF63 Thin,5,32102,Stuvan Thakkar,M,46,Nashik,Cash,4
TXN02099,18,March,2025,Tuesday,Acer,Aspire 5,3,47958,Renee Ratti,F,41,Rajkot,Cash,5
TXN02100,26,July,2024,Friday,Dell,Latitude 7490,4,95812,Dharmajan Tara,M,22,Kolkata,Credit Card,3
TXN02101,8,December,2024,Sunday,Acer,Aspire 5,5,37113,Rasha Tara,F,23,Pune,Credit Card,1
TXN02102,30,August,2024,Friday,Acer,Swift 3,3,84008,Bhamini Cheema,F,45,Kanpur,UPI,2
TXN02103,17,January,2025,Friday,Acer,Swift 3,4,31017,Eva Goswami,F,41,Kanpur,Credit Card,3
TXN02104,22,November,2024,Friday,Acer,Aspire 5,4,39801,Kiara Shenoy,F,38,Rajkot,UPI,3
TXN02105,4,June,2024,Tuesday,Lenovo,IdeaPad S340,4,45426,Vedika Kadakia,F,48,Patna,Cash,4
TXN02106,9,November,2024,Saturday,Dell,Inspiron 15,1,29835,Biju Kumar,M,41,Bhopal,Cash,3
TXN02107,10,January,2025,Friday,HP,Omen 15,3,86223,Raghav Dhawan,M,43,Patna,Credit Card,4
TXN02108,7,February,2025,Friday,Acer,Swift 3,2,87985,Farhan Kapoor,M,42,Patna,Debit Card,5
TXN02109,11,June,2024,Tuesday,Asus,TUF Gaming,3,59733,Piya Bassi,F,56,Nagpur,Debit Card,4
TXN02110,12,September,2024,Thursday,Asus,ROG Zephyrus,2,28397,Eshani Aurora,F,38,Nashik,Credit Card,2
TXN02111,4,February,2025,Tuesday,Lenovo,IdeaPad S340,2,82035,Himmat Sani,M,38,Srinagar,Debit Card,2
TXN02112,30,January,2025,Thursday,Asus,VivoBook 15,4,41990,Zeeshan Sur,M,38,Visakhapatnam,Debit Card,4
TXN02113,16,April,2025,Wednesday,Apple,MacBook Pro,3,84806,Prisha Saha,F,30,Bhopal,UPI,2
TXN02114,29,May,2024,Wednesday,Apple,MacBook Pro,1,54931,Hunar Sangha,M,34,Nashik,Cash,1
TXN02115,17,January,2025,Friday,HP,Pavilion x360,3,83316,Vanya Mall,F,39,Vasai-Virar,Debit Card,4
TXN02116,4,July,2024,Thursday,Acer,Swift 3,1,81483,Zoya Subramaniam,F,63,Ahmedabad,Credit Card,4
TXN02117,7,August,2024,Wednesday,Asus,VivoBook 15,5,30543,Raunak Shroff,M,29,Jaipur,Credit Card,1
TXN02118,16,August,2024,Friday,Acer,Swift 3,1,29943,Hunar Deep,M,59,Srinagar,UPI,4
TXN02119,13,April,2025,Sunday,Acer,Swift 3,2,71009,Indrajit Singhal,M,46,Meerut,Debit Card,2
TXN02120,4,April,2025,Friday,MSI,Modern 14,5,48355,Seher Som,M,59,Lucknow,Cash,3
TXN02121,2,May,2024,Thursday,Dell,Inspiron 15,3,99138,Riaan Shere,M,38,Hyderabad,Credit Card,2
TXN02122,17,November,2024,Sunday,HP,Envy 13,3,87525,Aaina Sarin,F,58,Vadodara,Credit Card,4
TXN02123,15,July,2024,Monday,Asus,ROG Zephyrus,4,75831,Arnav Shukla,M,55,Nagpur,Credit Card,1
TXN02124,7,January,2025,Tuesday,Lenovo,IdeaPad S340,3,47090,Tiya Bahri,F,47,Mumbai,Cash,3
TXN02125,2,February,2025,Sunday,Dell,Inspiron 15,1,40279,Romil Garde,M,25,Pune,UPI,3
TXN02126,30,May,2024,Thursday,Asus,VivoBook 15,1,56937,Himmat Agarwal,M,46,Kalyan,UPI,1
TXN02127,2,July,2024,Tuesday,Acer,Swift 3,4,70605,Neysa Lata,F,64,Srinagar,Credit Card,2
TXN02128,4,August,2024,Sunday,HP,Omen 15,2,36196,Siya Garg,F,45,Lucknow,Debit Card,1
TXN02129,6,May,2024,Monday,MSI,Modern 14,3,96946,Kimaya Madan,F,43,Vasai-Virar,UPI,5
TXN02130,2,December,2024,Monday,Lenovo,ThinkPad X1,2,44019,Chirag Anne,M,48,Nagpur,Cash,3
TXN02131,10,October,2024,Thursday,HP,Omen 15,1,29773,Diya Kadakia,F,51,Indore,Credit Card,5
TXN02132,3,January,2025,Friday,Dell,Latitude 7490,5,64036,Jayan Sidhu,M,33,Ahmedabad,Debit Card,2
TXN02133,20,December,2024,Friday,Dell,Latitude 7490,4,71396,Sana Sundaram,F,49,Hyderabad,Debit Card,4
TXN02134,15,December,2024,Sunday,Acer,Swift 3,2,32032,Ahana  Khurana,F,34,Thane,Debit Card,5
TXN02135,9,September,2024,Monday,Dell,Inspiron 15,2,85491,Rasha Dash,F,52,Patna,Debit Card,5
TXN02136,20,December,2024,Friday,Apple,MacBook Air,5,51384,Bhavin Cherian,M,28,Srinagar,Debit Card,4
TXN02137,10,April,2025,Thursday,Acer,Predator Helios,1,53677,Darshit Hari,M,30,Vasai-Virar,Debit Card,5
TXN02138,1,April,2025,Tuesday,Asus,ROG Zephyrus,3,44203,Akarsh Mall,M,51,Faridabad,Credit Card,1
TXN02139,26,September,2024,Thursday,Lenovo,Legion Y540,4,29921,Samaira Bahl,F,49,Ghaziabad,UPI,1
TXN02140,6,June,2024,Thursday,Acer,Predator Helios,4,81285,Yashvi Gaba,M,45,Meerut,Credit Card,4
TXN02141,27,September,2024,Friday,Asus,ROG Zephyrus,3,89898,Ivana Kibe,F,51,Nashik,UPI,4
TXN02142,13,February,2025,Thursday,Acer,Predator Helios,2,65919,Samaira Dey,F,58,Jaipur,Cash,2
TXN02143,22,September,2024,Sunday,Apple,MacBook Air,3,36201,Anahita Sangha,F,62,Pune,UPI,4
TXN02144,18,October,2024,Friday,Lenovo,Legion Y540,4,77043,Nitara Madan,F,59,Patna,Credit Card,5
TXN02145,8,May,2024,Wednesday,Apple,MacBook Pro,2,38123,Zain Hora,M,65,Nagpur,Cash,2
TXN02146,25,December,2024,Wednesday,Asus,ROG Zephyrus,5,63055,Alia Chandra,F,30,Mumbai,Credit Card,5
TXN02147,18,July,2024,Thursday,Lenovo,ThinkPad X1,3,85447,Krish Lall,M,26,Chennai,UPI,5
TXN02148,20,May,2024,Monday,Lenovo,Legion Y540,5,27836,Zara Khare,F,45,Delhi,Debit Card,4
TXN02149,18,November,2024,Monday,Acer,Swift 3,2,29221,Kashvi Madan,F,50,Vasai-Virar,UPI,3
TXN02150,27,April,2025,Sunday,Acer,Aspire 5,4,57255,Hrishita Behl,F,56,Agra,Cash,1
TXN02151,4,May,2024,Saturday,HP,Pavilion x360,4,95408,Dhruv Bobal,M,58,Indore,Cash,4
TXN02152,3,November,2024,Sunday,HP,Omen 15,5,39688,Samiha Bali,F,46,Kalyan,Cash,3
TXN02153,23,September,2024,Monday,Dell,Latitude 7490,5,71644,Devansh Kaul,M,41,Srinagar,Credit Card,5
TXN02154,21,July,2024,Sunday,Dell,Latitude 7490,4,37564,Krish Shanker,M,28,Patna,UPI,1
TXN02155,2,March,2025,Sunday,Acer,Swift 3,1,95033,Kanav Aggarwal,M,35,Jaipur,UPI,5
TXN02156,19,April,2025,Saturday,Acer,Swift 3,4,76174,Kanav Krishnamurthy,M,45,Srinagar,Debit Card,3
TXN02157,3,April,2025,Thursday,HP,Envy 13,4,62927,Hrishita Trivedi,F,31,Nashik,Debit Card,2
TXN02158,20,February,2025,Thursday,Dell,XPS 13,1,50983,Ahana  Rastogi,F,35,Rajkot,Credit Card,3
TXN02159,21,April,2025,Monday,MSI,Modern 14,3,69583,Samaira Lall,F,37,Kolkata,Debit Card,1
TXN02160,5,December,2024,Thursday,Acer,Aspire 5,4,25890,Manikya Deshpande,M,61,Kalyan,Credit Card,2
TXN02161,20,November,2024,Wednesday,Acer,Aspire 5,3,38303,Ryan Sami,M,28,Indore,UPI,2
TXN02162,27,June,2024,Thursday,Dell,Inspiron 15,2,61304,Lagan Amble,M,35,Jaipur,Debit Card,5
TXN02163,19,January,2025,Sunday,Lenovo,ThinkPad X1,5,32681,Renee Kunda,F,44,Kalyan,Debit Card,5
TXN02164,25,July,2024,Thursday,Asus,VivoBook 15,3,49397,Jiya Jain,F,25,Surat,Debit Card,4
TXN02165,25,April,2025,Friday,MSI,GF63 Thin,3,26675,Shalv Ramaswamy,M,56,Ahmedabad,Debit Card,1
TXN02166,14,December,2024,Saturday,Lenovo,ThinkPad X1,3,88023,Ela Dada,F,65,Nashik,Debit Card,2
TXN02167,6,April,2025,Sunday,HP,Envy 13,4,48514,Ira Ratti,F,51,Kanpur,Cash,2
TXN02168,15,March,2025,Saturday,Lenovo,Legion Y540,1,71521,Hridaan Khare,M,33,Chennai,UPI,3
TXN02169,22,March,2025,Saturday,Asus,TUF Gaming,2,30598,Vritika Dani,F,46,Thane,UPI,3
TXN02170,19,August,2024,Monday,MSI,GF63 Thin,3,60510,Drishya Deep,M,55,Vadodara,Credit Card,5
TXN02171,4,September,2024,Wednesday,Acer,Aspire 5,5,60911,Ryan Sheth,M,47,Srinagar,Credit Card,2
TXN02172,20,September,2024,Friday,MSI,Modern 14,2,79690,Hunar Wagle,M,47,Ludhiana,Debit Card,4
TXN02173,25,August,2024,Sunday,Acer,Predator Helios,5,27781,Riya Khosla,F,49,Ahmedabad,Credit Card,3
TXN02174,9,October,2024,Wednesday,HP,Envy 13,1,55667,Aradhya Grover,F,62,Varanasi,Debit Card,3
TXN02175,31,July,2024,Wednesday,HP,Pavilion x360,5,42844,Mishti Saxena,F,20,Thane,UPI,4
TXN02176,7,March,2025,Friday,Apple,MacBook Air,3,34381,Kiaan Chopra,M,41,Vadodara,Debit Card,5
TXN02177,22,January,2025,Wednesday,HP,Pavilion x360,3,75062,Aarna Dada,F,40,Faridabad,Debit Card,3
TXN02178,27,December,2024,Friday,MSI,Modern 14,1,87456,Taran Dhaliwal,M,27,Varanasi,Debit Card,1
TXN02179,18,March,2025,Tuesday,Asus,TUF Gaming,3,62966,Dhanush Sandal,M,44,Rajkot,Credit Card,2
TXN02180,4,May,2024,Saturday,HP,Omen 15,2,55655,Adira Bhatia,F,28,Thane,Credit Card,4
TXN02181,6,April,2025,Sunday,MSI,GF63 Thin,5,64913,Hansh Ramanathan,M,20,Mumbai,Cash,3
TXN02182,3,December,2024,Tuesday,Acer,Swift 3,4,47693,Mishti Dugar,F,19,Hyderabad,UPI,2
TXN02183,13,September,2024,Friday,Asus,TUF Gaming,5,78870,Nayantara Barad,F,41,Bhopal,Debit Card,4
TXN02184,11,January,2025,Saturday,Dell,Latitude 7490,1,39621,Keya Kala,F,48,Delhi,Debit Card,1
TXN02185,11,August,2024,Sunday,HP,Pavilion x360,4,74076,Divij Bassi,M,55,Mumbai,Cash,5
TXN02186,26,March,2025,Wednesday,MSI,Modern 14,3,95933,Ranbir Khare,M,47,Meerut,UPI,1
TXN02187,19,May,2024,Sunday,Apple,MacBook Pro,3,70413,Ishaan Dani,M,38,Chennai,Cash,4
TXN02188,27,June,2024,Thursday,MSI,Modern 14,2,66803,Ishita Bhatia,F,63,Agra,Debit Card,3
TXN02189,13,October,2024,Sunday,MSI,Modern 14,3,64574,Rati Kumar,F,20,Vadodara,UPI,3
TXN02190,24,January,2025,Friday,MSI,Modern 14,1,29564,Riya Ganesan,F,56,Indore,Cash,1
TXN02191,3,November,2024,Sunday,Acer,Aspire 5,4,69123,Alia Chhabra,F,27,Thane,Credit Card,2
TXN02192,8,February,2025,Saturday,HP,Omen 15,5,39332,Shlok Bora,F,37,Vasai-Virar,Debit Card,1
TXN02193,27,January,2025,Monday,Acer,Swift 3,1,67609,Kavya Acharya,F,32,Varanasi,Cash,5
TXN02194,16,April,2025,Wednesday,Dell,XPS 13,3,91015,Ritvik Subramanian,M,47,Chennai,Credit Card,1
TXN02195,16,April,2025,Wednesday,MSI,Modern 14,1,65827,Farhan Loke,M,37,Visakhapatnam,UPI,5
TXN02196,25,February,2025,Tuesday,Apple,MacBook Pro,3,97298,Neysa Trivedi,F,37,Lucknow,Debit Card,4
TXN02197,25,October,2024,Friday,MSI,Modern 14,5,29559,Dharmajan Dewan,M,38,Bhopal,Credit Card,1
TXN02198,15,November,2024,Friday,Asus,ROG Zephyrus,5,82373,Mohanlal Dugar,M,43,Ghaziabad,Credit Card,3
TXN02199,6,March,2025,Thursday,Dell,Latitude 7490,5,98021,Aarna Khurana,F,52,Kalyan,Cash,4
TXN02200,12,November,2024,Tuesday,Acer,Aspire 5,3,27187,Manjari Dass,F,33,Srinagar,UPI,3
TXN02201,9,January,2025,Thursday,Acer,Predator Helios,4,26490,Kavya Batta,F,48,Kanpur,Credit Card,3
TXN02202,1,November,2024,Friday,HP,Envy 13,3,42079,Rohan Doshi,M,35,Ghaziabad,Cash,4
TXN02203,6,March,2025,Thursday,Lenovo,Legion Y540,4,48318,Yakshit Toor,M,49,Faridabad,Debit Card,5
TXN02204,12,March,2025,Wednesday,Dell,XPS 13,1,35128,Mehul Lalla,F,49,Ghaziabad,Credit Card,4
TXN02205,9,November,2024,Saturday,Asus,ROG Zephyrus,3,69341,Shamik Kaur,M,59,Chennai,Credit Card,3
TXN02206,28,November,2024,Thursday,MSI,Modern 14,2,72284,Kavya Tandon,F,58,Mumbai,UPI,5
TXN02207,2,October,2024,Wednesday,Lenovo,Legion Y540,1,76747,Madhup Shetty,M,51,Meerut,Cash,4
TXN02208,29,August,2024,Thursday,Apple,MacBook Pro,4,56619,Saanvi Sandhu,F,42,Thane,Cash,4
TXN02209,21,February,2025,Friday,Lenovo,IdeaPad S340,1,26117,Miraya Sarma,F,61,Faridabad,Cash,5
TXN02210,31,July,2024,Wednesday,Apple,MacBook Air,4,34983,Jivika Chadha,F,30,Vasai-Virar,Debit Card,1
TXN02211,17,August,2024,Saturday,Dell,Latitude 7490,4,63965,Aaina Suri,F,34,Kalyan,UPI,3
TXN02212,19,April,2025,Saturday,HP,Omen 15,1,61058,Darshit Grover,M,51,Srinagar,Debit Card,5
TXN02213,6,January,2025,Monday,Dell,Latitude 7490,2,55789,Miraya Bains,F,42,Ghaziabad,Cash,5
TXN02214,5,May,2024,Sunday,HP,Omen 15,1,63338,Baiju Dhar,M,61,Visakhapatnam,Credit Card,3
TXN02215,4,July,2024,Thursday,Lenovo,IdeaPad S340,2,80577,Gokul Warrior,M,19,Pune,Cash,3
TXN02216,15,May,2024,Wednesday,Apple,MacBook Pro,5,93294,Tanya Ahluwalia,F,53,Jaipur,Debit Card,3
TXN02217,1,July,2024,Monday,Lenovo,IdeaPad S340,1,65211,Hazel Sarkar,F,39,Vasai-Virar,Cash,5
TXN02218,20,April,2025,Sunday,Dell,XPS 13,2,96912,Yakshit Tiwari,M,23,Chennai,UPI,4
TXN02219,6,July,2024,Saturday,Dell,Inspiron 15,3,56264,Yuvaan Kala,M,36,Chennai,Debit Card,2
TXN02220,15,March,2025,Saturday,Dell,XPS 13,3,90371,Indrans Sule,M,40,Jaipur,Credit Card,1
TXN02221,20,June,2024,Thursday,Apple,MacBook Pro,1,55007,Fateh Chandra,M,24,Nagpur,Cash,5
TXN02222,9,February,2025,Sunday,HP,Pavilion x360,5,30218,Indrajit Badami,M,34,Ludhiana,Credit Card,2
TXN02223,15,May,2024,Wednesday,MSI,Modern 14,1,77264,Siya Tella,F,43,Mumbai,Cash,1
TXN02224,14,October,2024,Monday,Acer,Predator Helios,3,39272,Onkar Hari,M,52,Chennai,Credit Card,3
TXN02225,8,February,2025,Saturday,MSI,Modern 14,3,99992,Raunak Mangal,M,59,Rajkot,UPI,4
TXN02226,1,December,2024,Sunday,Lenovo,ThinkPad X1,3,59246,Nayantara Lalla,F,22,Bengaluru,Debit Card,2
TXN02227,21,February,2025,Friday,Dell,Latitude 7490,1,74110,Kiara Sawhney,F,22,Vadodara,Debit Card,2
TXN02228,10,July,2024,Wednesday,HP,Omen 15,5,65933,Mannat Hegde,F,43,Ghaziabad,Credit Card,1
TXN02229,27,October,2024,Sunday,Apple,MacBook Pro,1,81121,Krish Gade,M,21,Chennai,Debit Card,4
TXN02230,9,December,2024,Monday,Asus,ROG Zephyrus,5,60814,Sumer Ahuja,M,35,Surat,Cash,1
TXN02231,29,June,2024,Saturday,Acer,Aspire 5,5,96898,Yashvi Basak,M,59,Bengaluru,Debit Card,5
TXN02232,9,June,2024,Sunday,MSI,GF63 Thin,2,93408,Shamik Bhatti,M,20,Delhi,Debit Card,2
TXN02233,11,May,2024,Saturday,Acer,Predator Helios,5,34748,Gatik Wason,M,51,Kanpur,Credit Card,1
TXN02234,26,April,2025,Saturday,HP,Envy 13,3,33869,Mannat Ghosh,F,63,Nagpur,Debit Card,3
TXN02235,15,December,2024,Sunday,MSI,GF63 Thin,5,70706,Farhan Chanda,M,52,Ludhiana,Cash,5
TXN02236,25,July,2024,Thursday,Acer,Aspire 5,4,87600,Yasmin Wason,F,65,Kolkata,Credit Card,5
TXN02237,4,November,2024,Monday,Apple,MacBook Pro,2,94754,Bhavin Bal,M,43,Ghaziabad,Debit Card,3
TXN02238,28,September,2024,Saturday,Acer,Swift 3,3,67459,Khushi Desai,F,47,Vadodara,UPI,4
TXN02239,26,July,2024,Friday,Acer,Predator Helios,5,89676,Tara Bahri,F,54,Meerut,Debit Card,2
TXN02240,23,May,2024,Thursday,Dell,XPS 13,3,39758,Mehul Basak,F,28,Meerut,Credit Card,4
TXN02241,2,August,2024,Friday,HP,Omen 15,2,83308,Aarna Jani,F,31,Hyderabad,Cash,3
TXN02242,19,February,2025,Wednesday,Acer,Aspire 5,1,25247,Emir Kumar,M,31,Mumbai,Credit Card,1
TXN02243,16,August,2024,Friday,Apple,MacBook Pro,3,68814,Dhanush Keer,M,49,Agra,Credit Card,2
TXN02244,20,January,2025,Monday,Acer,Predator Helios,2,44040,Anika Bath,F,45,Kanpur,UPI,1
TXN02245,15,November,2024,Friday,MSI,Modern 14,2,30348,Himmat Rajagopal,M,54,Visakhapatnam,Debit Card,5
TXN02246,6,July,2024,Saturday,Asus,ROG Zephyrus,2,40646,Rania Dutt,F,50,Pune,UPI,5
TXN02247,26,December,2024,Thursday,MSI,Modern 14,5,96621,Damini Sama,F,48,Indore,UPI,1
TXN02248,24,September,2024,Tuesday,Asus,TUF Gaming,4,25070,Jayan Wali,M,30,Lucknow,Cash,1
TXN02249,28,June,2024,Friday,MSI,Modern 14,2,92029,Taimur Thakur,M,47,Chennai,Credit Card,3
TXN02250,16,July,2024,Tuesday,Apple,MacBook Air,3,86799,Keya Wason,F,50,Vasai-Virar,Credit Card,4
TXN02251,19,May,2024,Sunday,Dell,Latitude 7490,2,70940,Lavanya Madan,F,22,Jaipur,UPI,1
TXN02252,18,September,2024,Wednesday,Apple,MacBook Air,2,97916,Shray Chandran,M,39,Vadodara,Debit Card,1
TXN02253,11,May,2024,Saturday,Apple,MacBook Pro,5,96309,Sana Kuruvilla,F,56,Srinagar,Debit Card,3
TXN02254,6,December,2024,Friday,Asus,TUF Gaming,4,36281,Arnav Kunda,M,62,Srinagar,Cash,5
TXN02255,2,April,2025,Wednesday,Acer,Swift 3,3,78113,Gokul Deep,M,41,Ghaziabad,Cash,4
TXN02256,17,February,2025,Monday,Apple,MacBook Pro,4,37787,Rohan Ramaswamy,M,42,Hyderabad,UPI,3
TXN02257,15,March,2025,Saturday,Apple,MacBook Pro,1,35850,Akarsh Kale,M,22,Nagpur,Debit Card,2
TXN02258,14,February,2025,Friday,Lenovo,Legion Y540,1,84789,Purab Bawa,M,23,Surat,Debit Card,2
TXN02259,20,January,2025,Monday,Dell,Latitude 7490,5,70394,Trisha Bhargava,F,25,Visakhapatnam,Cash,5
TXN02260,23,June,2024,Sunday,MSI,Modern 14,4,43864,Nirvaan Sachdeva,M,64,Kanpur,Credit Card,3
TXN02261,23,April,2025,Wednesday,HP,Omen 15,3,50969,Nitya Choudhry,F,43,Lucknow,Credit Card,1
TXN02262,11,October,2024,Friday,Acer,Predator Helios,1,58321,Tiya Singhal,F,57,Meerut,UPI,1
TXN02263,7,December,2024,Saturday,MSI,Modern 14,2,92026,Azad Chaudhari,M,47,Vadodara,UPI,4
TXN02264,30,July,2024,Tuesday,Dell,XPS 13,4,36756,Anahita Gade,F,27,Meerut,Cash,3
TXN02265,1,August,2024,Thursday,Asus,VivoBook 15,5,65503,Anahita Sidhu,F,29,Hyderabad,Debit Card,1
TXN02266,6,November,2024,Wednesday,Lenovo,IdeaPad S340,3,49124,Jayan Chad,M,24,Kolkata,UPI,3
TXN02267,9,September,2024,Monday,Lenovo,Legion Y540,1,35406,Ehsaan Kibe,M,26,Jaipur,Credit Card,2
TXN02268,28,September,2024,Saturday,HP,Omen 15,5,39591,Keya Guha,F,34,Kalyan,Debit Card,1
TXN02269,11,September,2024,Wednesday,HP,Omen 15,3,35471,Taimur Bansal,M,22,Thane,Credit Card,1
TXN02270,9,March,2025,Sunday,HP,Omen 15,2,59010,Aaryahi Kurian,F,24,Chennai,Debit Card,3
TXN02271,14,December,2024,Saturday,HP,Envy 13,2,53203,Mannat Jaggi,F,20,Nashik,UPI,3
TXN02272,9,October,2024,Wednesday,MSI,GF63 Thin,1,54775,Shray Banerjee,M,49,Hyderabad,Debit Card,5
TXN02273,26,October,2024,Saturday,Asus,VivoBook 15,2,87676,Ira Talwar,F,21,Hyderabad,Debit Card,4
TXN02274,4,August,2024,Sunday,HP,Envy 13,4,46242,Sumer Rajagopalan,M,23,Patna,Cash,2
TXN02275,12,February,2025,Wednesday,Apple,MacBook Pro,5,70549,Adah Badami,M,26,Patna,Debit Card,2
TXN02276,5,April,2025,Saturday,MSI,GF63 Thin,4,92070,Zara Andra,M,35,Vadodara,UPI,1
TXN02277,14,February,2025,Friday,Apple,MacBook Air,1,96054,Farhan Mannan,M,41,Chennai,Debit Card,2
TXN02278,5,April,2025,Saturday,Asus,TUF Gaming,2,68313,Hunar Ramakrishnan,M,40,Patna,Cash,5
TXN02279,6,August,2024,Tuesday,Lenovo,ThinkPad X1,5,48050,Shalv Uppal,M,25,Mumbai,Debit Card,4
